3117	3065	1
3065	325	2
325	1350	3
3065	1748	2
3065	961	2
3065	421	2
421	1869	3
3065	1054	2
3065	645	2
3065	1061	2
1061	309	3
3065	1189	2
1189	910	3
3065	2038	2
3065	693	2
3065	2093	2
3065	632	2
3065	740	2
3065	2543	1
3065	1477	2
1477	1106	3
3065	207	2
207	63	3
3065	2022	2
3065	297	2
297	2146	3
3065	1589	2
3065	2832	1
3065	1433	2
3065	51	2
3065	647	2
3065	2447	1
3065	1469	2
3065	2193	1
3065	1506	2
1506	1352	3
3065	138	2
3065	959	2
3065	1388	2
3065	669	2
3065	2395	1
3065	762	2
3065	783	2
783	180	3
3065	2714	1
3065	825	2
3065	2329	1
3065	560	2
3065	176	2
3065	3164	1
3065	150	2
3065	973	2
3065	1922	2
3065	282	2
3065	130	2
3065	2237	1
3065	102	2
3065	894	2
894	98	3
3065	182	2
3065	1359	2
3065	946	2
3065	2584	1
2584	1540	2
1540	94	3
2584	24	2
2584	1845	2
2584	2052	2
2584	407	2
2584	1336	2
1336	799	3
2584	1561	2
2584	2439	1
2584	2845	1
3065	2942	1
2942	3060	1
3060	1148	2
1148	80	3
3060	2435	1
3060	1200	2
3060	1453	2
3060	348	2
3060	1282	2
3060	2306	1
3060	1037	2
1037	539	3
3060	490	2
490	702	3
3060	2931	1
3060	3130	1
3060	263	2
3060	3007	1
3060	2595	1
3060	1068	2
3060	1665	2
3060	1997	2
3060	1597	2
3060	746	2
3060	806	2
2942	2523	1
2523	1042	2
1042	941	3
2523	3128	1
2523	1486	2
2523	2748	1
2523	68	2
2523	3001	1
2523	1383	2
2523	236	2
236	1991	3
236	1569	3
2523	2764	1
2523	666	2
2523	132	2
2523	1180	2
2523	1911	2
2942	2912	1
2912	1900	2
1900	652	3
3065	3093	1
3093	3185	1
3093	3025	1
3025	1460	2
3025	561	2
3025	797	2
3025	1707	2
3025	1381	2
3025	2755	1
3025	36	2
36	1378	3
3025	317	2
3025	976	2
976	757	3
3025	728	2
3025	151	2
3025	3203	1
3025	1424	2
1424	1092	3
3025	1622	2
3025	1844	2
3025	2650	1
3025	1909	2
3025	341	2
341	660	3
3025	1671	2
3025	1635	2
3025	2862	1
3025	1254	2
3025	1887	2
3025	881	2
3025	2929	1
3025	447	2
3065	2610	1
2610	2199	1
2610	2147	2
2610	257	2
2610	2386	1
2610	1960	2
2610	26	2
26	1898	3
2610	3135	1
3135	2598	1
3135	1481	2
1481	1729	3
3135	569	2
3135	2904	1
3135	1491	2
3135	307	2
3117	2335	1
2335	918	2
2335	1560	2
2335	851	2
