1	2	1
2	3	2
3	4	3
2	12	2
12	13	3
2	21	2
21	22	3
2	32	2
32	33	3
2	41	2
2	49	2
2	57	2
57	58	3
2	66	2
66	67	3
2	77	2
77	78	3
2	86	2
86	87	3
2	95	2
95	96	3
2	104	2
2	112	2
2	120	2
2	128	2
128	129	3
2	137	2
137	138	3
2	146	2
2	154	2
154	155	3
2	163	2
163	164	3
2	172	2
172	173	3
2	181	2
2	189	2
189	190	3
2	198	2
198	199	3
2	207	2
207	208	3
2	216	2
216	217	3
2	225	1
2	226	2
226	227	3
2	231	2
231	232	3
2	242	2
242	243	3
242	247	3
2	251	2
251	252	3
2	256	2
2	260	2
260	261	3
260	265	3
2	269	2
269	270	3
2	274	1
2	275	2
275	276	3
2	280	2
280	281	3
2	291	2
291	292	3
2	299	2
299	300	3
2	304	2
2	308	2
2	312	2
2	316	2
316	317	3
2	321	2
2	325	2
2	329	2
329	330	3
2	334	2
2	338	2
338	339	3
2	343	1
2	344	2
344	345	3
2	355	2
355	356	3
355	360	3
2	364	1
2	365	2
365	366	3
2	370	2
2	374	2
2	378	2
2	385	2
2	389	2
2	393	2
2	397	1
2	398	2
398	399	3
2	409	2
409	410	3
2	417	2
417	418	3
2	422	1
2	423	2
423	424	3
2	428	1
2	429	2
429	430	3
2	437	2
437	438	3
2	442	2
2	446	2
2	453	2
2	457	1
2	458	2
458	459	3
2	463	2
2	467	2
2	474	2
2	478	2
2	482	2
2	486	1
2	487	2
487	488	3
2	492	2
2	499	2
2	503	2
503	504	3
2	511	2
511	512	3
2	516	2
2	520	1
2	521	2
521	522	3
2	526	2
2	530	2
2	534	2
2	538	2
2	542	1
542	543	2
543	544	3
542	551	2
542	555	2
555	556	3
542	560	2
560	561	3
542	565	2
565	566	3
542	570	2
542	574	2
542	578	2
542	582	2
582	583	3
542	591	2
542	595	2
595	596	3
542	604	2
604	605	3
542	613	2
613	614	3
542	622	2
622	623	3
542	631	2
542	639	1
542	640	2
640	641	3
542	645	2
542	652	1
542	653	2
653	654	3
542	658	2
542	662	2
542	672	2
672	673	3
2	681	1
681	682	1
682	683	2
683	684	3
682	688	2
688	689	3
682	699	1
682	700	2
700	701	3
682	708	2
682	712	2
712	713	3
682	720	2
720	721	3
682	725	1
682	726	2
726	727	3
682	734	2
734	735	3
682	742	1
682	743	2
743	744	3
682	751	1
682	752	2
752	753	3
682	757	1
682	758	2
758	759	3
682	763	2
763	764	3
763	768	3
682	772	1
682	773	2
773	774	3
682	781	2
682	785	2
682	789	2
682	793	2
682	797	2
682	801	2
682	808	2
681	812	1
812	813	2
813	814	3
812	818	2
818	819	3
812	829	1
812	830	2
830	831	3
812	838	2
838	839	3
812	843	1
812	844	2
844	845	3
812	852	1
812	853	2
853	854	3
812	858	2
858	859	3
858	863	3
812	867	1
812	868	2
868	869	3
812	876	2
812	880	2
812	884	2
812	888	2
812	892	2
812	896	2
812	903	2
681	907	1
907	908	2
908	909	3
907	913	2
913	914	3
907	924	1
907	925	2
925	926	3
907	930	2
930	931	3
930	935	3
2	939	1
939	940	1
940	941	2
941	942	3
939	950	1
950	951	2
951	952	3
950	956	2
950	960	2
950	968	2
950	976	2
950	984	1
950	985	2
985	986	3
950	990	2
990	991	3
950	995	2
995	996	3
950	1000	2
1000	1001	3
950	1005	2
950	1009	2
950	1013	1
950	1014	2
1014	1015	3
1014	1019	3
950	1023	2
1023	1024	3
950	1028	2
950	1032	2
950	1039	2
950	1043	1
950	1044	2
1044	1045	3
950	1049	2
1049	1050	3
950	1060	2
1060	1061	3
950	1065	2
950	1069	2
1069	1070	3
950	1074	2
950	1078	2
1078	1079	3
950	1083	2
1083	1084	3
950	1088	1
950	1089	2
1089	1090	3
950	1094	2
950	1098	2
950	1102	2
950	1106	2
950	1110	2
950	1114	2
950	1121	1
950	1122	2
1122	1123	3
950	1130	2
1130	1131	3
950	1135	2
950	1139	2
1139	1140	3
950	1144	2
1144	1145	3
950	1149	2
950	1153	2
2	1157	1
1157	1158	1
1157	1159	2
1159	1160	3
1157	1164	2
1157	1168	2
1168	1169	3
1157	1173	2
1157	1177	2
1177	1178	3
1157	1182	1
1157	1183	2
1183	1184	3
1157	1191	2
1157	1195	2
1195	1196	3
1157	1200	2
1157	1207	1
1157	1208	2
1208	1209	3
1157	1216	2
1216	1217	3
1157	1224	2
1224	1225	3
1157	1229	2
1229	1230	3
1157	1234	2
1157	1238	1
1238	1239	1
1238	1240	2
1240	1241	3
1238	1245	2
1238	1252	2
1252	1253	3
1238	1257	2
1238	1261	2
1261	1262	3
1238	1266	1
1238	1267	2
1267	1268	3
1238	1272	2
1238	1279	2
1238	1283	2
1283	1284	3
1238	1288	2
1	1295	1
1295	1296	2
1295	1301	2
1295	1304	2
1295	1307	2
1295	1310	2
1295	1317	2
1295	1324	2
1295	1331	2
1295	1338	2
1295	1345	1
1295	1346	2
1295	1353	1
1295	1354	2
1295	1357	2
1295	1360	1
1360	1361	2
1360	1364	2
1360	1367	2
1295	1372	1
1372	1373	1
1372	1374	2
1372	1377	2
1372	1380	2
1	1383	1
1383	1384	1
1383	1385	2
1383	1390	2
1383	1393	2
1383	1398	2
1383	1401	2
1383	1406	1
1383	1407	2
1383	1410	1
1383	1411	2
1383	1414	1
1383	1415	2
1383	1420	2
1383	1423	2
1383	1426	2
1383	1431	2
1383	1434	1
1383	1435	2
1383	1440	2
1383	1445	2
1383	1450	2
1383	1455	2
1383	1460	2
1383	1465	2
1383	1469	2
1383	1474	2
1383	1479	2
1383	1484	2
1383	1489	2
1383	1494	2
1383	1499	2
1383	1504	1
1504	1505	1
1504	1506	2
1504	1511	2
1504	1514	2
1504	1519	2
1504	1522	2
1504	1527	1
1504	1528	2
1504	1533	2
1383	1538	1
1538	1539	1
